source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[fraction identifier]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PAD000002-f01-r00112-SAMPLE_CTRL_1	Homo sapiens	Blood plasma	not available	not available	not available	112	control sample	blood plasma	PAD000002-f01-r00112-SAMPLE_CTRL_1	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00113-NEG_CTRL_1	Homo sapiens	Blood plasma	not available	not available	not available	113	negative control sample	blood plasma	PAD000002-f01-r00113-NEG_CTRL_1	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00114-SAMPLE_CTRL_7	Homo sapiens	Blood plasma	not available	not available	not available	114	control sample	blood plasma	PAD000002-f01-r00114-SAMPLE_CTRL_7	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00115-NEG_CTRL_11	Homo sapiens	Blood plasma	not available	not available	not available	115	negative control sample	blood plasma	PAD000002-f01-r00115-NEG_CTRL_11	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00116-PLATE_CTRL_12	Homo sapiens	Blood plasma	not available	not available	not available	116	control sample	blood plasma	PAD000002-f01-r00116-PLATE_CTRL_12	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00117-O2-b1	Homo sapiens	Blood plasma	not available	not available	not available	117	experimental sample	blood plasma	PAD000002-f01-r00117-O2-b1	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00118-O2-e2	Homo sapiens	Blood plasma	not available	not available	not available	118	experimental sample	blood plasma	PAD000002-f01-r00118-O2-e2	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00119-O3-3	Homo sapiens	Blood plasma	not available	not available	not available	119	experimental sample	blood plasma	PAD000002-f01-r00119-O3-3	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00120-O4-h1	Homo sapiens	Blood plasma	not available	not available	not available	120	experimental sample	blood plasma	PAD000002-f01-r00120-O4-h1	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00121-O4-f2	Homo sapiens	Blood plasma	not available	not available	not available	121	experimental sample	blood plasma	PAD000002-f01-r00121-O4-f2	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00122-O4-d3	Homo sapiens	Blood plasma	not available	not available	not available	122	experimental sample	blood plasma	PAD000002-f01-r00122-O4-d3	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00123-SAMPLE_CTRL_2	Homo sapiens	Blood plasma	not available	not available	not available	123	control sample	blood plasma	PAD000002-f01-r00123-SAMPLE_CTRL_2	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00124-NEG_CTRL_2	Homo sapiens	Blood plasma	not available	not available	not available	124	negative control sample	blood plasma	PAD000002-f01-r00124-NEG_CTRL_2	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00125-NEG_CTRL_4	Homo sapiens	Blood plasma	not available	not available	not available	125	negative control sample	blood plasma	PAD000002-f01-r00125-NEG_CTRL_4	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00126-SAMPLE_CTRL_8	Homo sapiens	Blood plasma	not available	not available	not available	126	control sample	blood plasma	PAD000002-f01-r00126-SAMPLE_CTRL_8	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00127-NEG_CTRL_12	Homo sapiens	Blood plasma	not available	not available	not available	127	negative control sample	blood plasma	PAD000002-f01-r00127-NEG_CTRL_12	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00128-PLATE_CTRL_13	Homo sapiens	Blood plasma	not available	not available	not available	128	control sample	blood plasma	PAD000002-f01-r00128-PLATE_CTRL_13	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00129-O2-c1	Homo sapiens	Blood plasma	not available	not available	not available	129	experimental sample	blood plasma	PAD000002-f01-r00129-O2-c1	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00130-O2-a3	Homo sapiens	Blood plasma	not available	not available	not available	130	experimental sample	blood plasma	PAD000002-f01-r00130-O2-a3	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00131-O4-a1	Homo sapiens	Blood plasma	not available	not available	not available	131	experimental sample	blood plasma	PAD000002-f01-r00131-O4-a1	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00132-O4-i1	Homo sapiens	Blood plasma	not available	not available	not available	132	experimental sample	blood plasma	PAD000002-f01-r00132-O4-i1	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00133-O4-g2	Homo sapiens	Blood plasma	not available	not available	not available	133	experimental sample	blood plasma	PAD000002-f01-r00133-O4-g2	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00134-O4-e3	Homo sapiens	Blood plasma	not available	not available	not available	134	experimental sample	blood plasma	PAD000002-f01-r00134-O4-e3	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00135-SAMPLE_CTRL_3	Homo sapiens	Blood plasma	not available	not available	not available	135	control sample	blood plasma	PAD000002-f01-r00135-SAMPLE_CTRL_3	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000002-f01-r00136-NEG_CTRL_3	Homo sapiens	Blood plasma	not available	not available	not available	136	negative control sample	blood plasma	PAD000002-f01-r00136-NEG_CTRL_3	protein expression profiling by antibody array	1	P2024-198-OLI_HT_93_2024-10-10_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PAD000002/P2024-198-OLI_HT_93_2024-10-10_npx.parquet	Olink Explore HT	Olink Explore HT	NPX	P2024-198-OLI_Explore HT_Plate layout_RUN2_Plate1	Plate control	1	Olink Explore HT	Olink Explore HT	plate control normalized	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
